job_id,job_title,company_type,industry,country,city,remote_type,experience_level,min_experience_years,salary_min_usd,salary_max_usd,employment_type,posted_year,company_size,average_salary,salary_range,experience_category,remote_flag,high_salary_job,job_age
8NUZEU7SRTAE,AI Researcher,Startup,Finance,Canada,Remote,Remote,Mid,2,98340,115599,Full-time,2023,Medium,106969.5,17259,Junior,1,0,3
W3D8IIK3NPBK,Applied Scientist,Research Lab,Tech,Canada,Remote,Remote,Mid,2,101394,108555,Full-time,2022,Small,104974.5,7161,Junior,1,0,4
Z7ERWVQENG0X,Data Analyst,Startup,Retail,Germany,Frankfurt,Onsite,Senior,5,151759,174759,Full-time,2021,Medium,163259.0,23000,Experienced,0,1,5
1EN8EOFBEAPT,Machine Learning Engineer,Research Lab,Education,Germany,Munich,Onsite,Senior,5,144693,172744,Full-time,2021,Large,158718.5,28051,Experienced,0,1,5
1RKWJ5AZWHB2,Machine Learning Engineer,MNC,Retail,Australia,Remote,Remote,Senior,5,154206,162313,Full-time,2023,Medium,158259.5,8107,Experienced,1,1,3
CT8ZYANH6H2W,Data Scientist,Research Lab,Healthcare,India,Remote,Remote,Senior,5,151522,179322,Full-time,2023,Small,165422.0,27800,Experienced,1,1,3
5Y392SHMG61L,MLOps Engineer,MNC,Tech,Canada,Remote,Remote,Senior,5,152385,156753,Full-time,2025,Medium,154569.0,4368,Experienced,1,1,1
S0AXK0MTQLKM,MLOps Engineer,Startup,Retail,Canada,Vancouver,Onsite,Senior,5,146954,160781,Full-time,2026,Medium,153867.5,13827,Experienced,0,1,0
ASDHWWN41FG3,MLOps Engineer,Research Lab,Tech,Australia,Sydney,Onsite,Entry,0,64650,73892,Full-time,2020,Small,69271.0,9242,Junior,0,0,6
LPIKEGL14MB4,MLOps Engineer,MNC,Healthcare,Australia,Brisbane,Hybrid,Mid,2,92362,120770,Full-time,2023,Large,106566.0,28408,Junior,0,0,3
XEJGSFV5VKSN,AI Researcher,MNC,Tech,Australia,Remote,Remote,Senior,5,147799,158083,Full-time,2025,Small,152941.0,10284,Experienced,1,1,1
6T0SJM8G4659,MLOps Engineer,MNC,Retail,Australia,Brisbane,Onsite,Entry,0,56808,72838,Full-time,2021,Medium,64823.0,16030,Junior,0,0,5
ZJ3WTKD49SEF,Data Analyst,MNC,Healthcare,Germany,Remote,Remote,Entry,0,54022,68652,Full-time,2024,Medium,61337.0,14630,Junior,1,0,2
Q6WT0K7TDPMS,Applied Scientist,MNC,Tech,UK,Remote,Remote,Entry,0,52228,88967,Full-time,2025,Medium,70597.5,36739,Junior,1,0,1
6F43XPU5GVZJ,AI Researcher,Research Lab,Healthcare,Canada,Montreal,Onsite,Mid,2,90696,118097,Full-time,2026,Small,104396.5,27401,Junior,0,0,0
7JNRZKLBOYUC,AI Researcher,MNC,Tech,Germany,Remote,Remote,Senior,5,141414,155606,Full-time,2021,Medium,148510.0,14192,Experienced,1,1,5
GGBJGR7GRWO1,Applied Scientist,Research Lab,Finance,Canada,Remote,Remote,Mid,2,91815,109156,Full-time,2025,Medium,100485.5,17341,Junior,1,0,1
OYX5Y1190VZF,Machine Learning Engineer,Research Lab,Education,Australia,Melbourne,Onsite,Entry,0,56815,86419,Full-time,2023,Medium,71617.0,29604,Junior,0,0,3
2ZNMNN56QVT1,Applied Scientist,Startup,Education,India,Remote,Remote,Mid,2,103254,111960,Full-time,2025,Large,107607.0,8706,Junior,1,1,1
FDEH5SRT0ZSS,Applied Scientist,Research Lab,Retail,Australia,Remote,Remote,Senior,5,152035,167453,Full-time,2023,Medium,159744.0,15418,Experienced,1,1,3
O45JNUTYAGQN,MLOps Engineer,MNC,Education,UK,Remote,Remote,Entry,0,61133,84147,Full-time,2020,Large,72640.0,23014,Junior,1,0,6
VZUNCRXBRN8D,MLOps Engineer,Research Lab,Tech,Germany,Hamburg,Onsite,Entry,0,56982,66957,Full-time,2024,Medium,61969.5,9975,Junior,0,0,2
01FH13P6Q62O,Data Scientist,MNC,Healthcare,Australia,Remote,Remote,Mid,2,101420,110387,Full-time,2025,Large,105903.5,8967,Junior,1,0,1
KS8V1T2FK819,Applied Scientist,Startup,Education,UK,Remote,Remote,Entry,0,55330,79422,Full-time,2026,Large,67376.0,24092,Junior,1,0,0
7YG9YPMOTP0Z,Machine Learning Engineer,Startup,Education,UK,Manchester,Onsite,Entry,0,57210,86011,Full-time,2026,Small,71610.5,28801,Junior,0,0,0
SJ7UHMF125AX,Data Scientist,Research Lab,Tech,USA,Remote,Remote,Entry,0,63955,86778,Full-time,2026,Medium,75366.5,22823,Junior,1,0,0
I3RI873VXIL7,Machine Learning Engineer,Startup,Tech,Australia,Remote,Remote,Senior,5,147958,168331,Full-time,2021,Small,158144.5,20373,Experienced,1,1,5
EBBKZ9C5WI66,Data Scientist,MNC,Education,India,Pune,Hybrid,Senior,5,141243,179719,Full-time,2024,Small,160481.0,38476,Experienced,0,1,2
54X8LE1ZZGV9,Applied Scientist,Research Lab,Tech,Germany,Frankfurt,Onsite,Entry,0,63493,78265,Full-time,2025,Medium,70879.0,14772,Junior,0,0,1
XJPHCQLGIUPQ,AI Researcher,Research Lab,Retail,Australia,Remote,Remote,Senior,5,152784,164442,Full-time,2021,Medium,158613.0,11658,Experienced,1,1,5
1920M27R2IFU,Machine Learning Engineer,MNC,Finance,Germany,Hamburg,Hybrid,Entry,0,54665,81249,Full-time,2022,Large,67957.0,26584,Junior,0,0,4
NZJ6JEYM29L7,Data Scientist,Startup,Education,Australia,Sydney,Hybrid,Senior,5,143714,169099,Full-time,2026,Large,156406.5,25385,Experienced,0,1,0
OJTVRSZ2DHYC,MLOps Engineer,Research Lab,Retail,Canada,Remote,Remote,Entry,0,55915,70268,Full-time,2022,Small,63091.5,14353,Junior,1,0,4
4FARWM1KE8U1,Data Analyst,MNC,Education,Canada,Remote,Remote,Entry,0,60427,88788,Full-time,2020,Large,74607.5,28361,Junior,1,0,6
WI39HRDUIEFD,MLOps Engineer,Startup,Education,UK,Remote,Remote,Senior,5,149695,177595,Full-time,2024,Medium,163645.0,27900,Experienced,1,1,2
N8H9LV770G9V,Data Scientist,Research Lab,Tech,Germany,Frankfurt,Hybrid,Mid,2,96707,113673,Full-time,2020,Large,105190.0,16966,Junior,0,0,6
PLFD3W26Q3K1,Machine Learning Engineer,MNC,Education,UK,Manchester,Hybrid,Senior,5,147699,168340,Full-time,2022,Large,158019.5,20641,Experienced,0,1,4
16O8G1WNSLU2,AI Researcher,Startup,Education,Germany,Hamburg,Hybrid,Senior,5,144613,174478,Full-time,2023,Medium,159545.5,29865,Experienced,0,1,3
7HJ3ZMWLWOPE,Data Analyst,Startup,Healthcare,India,Remote,Remote,Mid,2,93018,116801,Full-time,2022,Small,104909.5,23783,Junior,1,0,4
IMR8YD2TWCBP,MLOps Engineer,Startup,Education,UK,Remote,Remote,Mid,2,97070,109012,Full-time,2024,Large,103041.0,11942,Junior,1,0,2
4BCR5GGV795B,Applied Scientist,MNC,Healthcare,USA,Boston,Onsite,Senior,5,154858,157657,Full-time,2025,Small,156257.5,2799,Experienced,0,1,1
MPC6FTIFKV7V,AI Researcher,Startup,Healthcare,USA,Seattle,Onsite,Entry,0,59004,72325,Full-time,2023,Small,65664.5,13321,Junior,0,0,3
08UV6PF0HYUH,MLOps Engineer,MNC,Tech,Canada,Remote,Remote,Mid,2,93089,115443,Full-time,2025,Medium,104266.0,22354,Junior,1,0,1
GHUFRGJYXRVY,Applied Scientist,MNC,Education,Germany,Berlin,Hybrid,Mid,2,94605,127020,Full-time,2022,Large,110812.5,32415,Junior,0,1,4
M07FK6GGWPL7,Data Analyst,Research Lab,Education,UK,Manchester,Onsite,Mid,2,97129,112718,Full-time,2026,Medium,104923.5,15589,Junior,0,0,0
YBKIRD0J61GR,Applied Scientist,Startup,Education,India,Remote,Remote,Entry,0,55333,89328,Full-time,2024,Small,72330.5,33995,Junior,1,0,2
DCD4K37ULEHP,Data Analyst,Startup,Finance,Germany,Munich,Hybrid,Entry,0,60594,87945,Full-time,2022,Large,74269.5,27351,Junior,0,0,4
X8AJB8QPZ89U,Applied Scientist,Research Lab,Healthcare,India,Hyderabad,Hybrid,Mid,2,101439,123273,Full-time,2024,Large,112356.0,21834,Junior,0,1,2
X08YMZKSAE8J,Data Analyst,Research Lab,Tech,Canada,Toronto,Onsite,Entry,0,51408,87210,Full-time,2021,Medium,69309.0,35802,Junior,0,0,5
1RS0983YE7BX,Machine Learning Engineer,Research Lab,Education,Australia,Remote,Remote,Senior,5,151334,178515,Full-time,2020,Large,164924.5,27181,Experienced,1,1,6
H1SAD5HH7PIX,Data Analyst,MNC,Tech,Australia,Brisbane,Hybrid,Senior,5,141174,158985,Full-time,2026,Large,150079.5,17811,Experienced,0,1,0
B6Y3Q3HFMILY,Applied Scientist,Research Lab,Finance,Germany,Hamburg,Onsite,Entry,0,60310,81279,Full-time,2024,Small,70794.5,20969,Junior,0,0,2
9SBWXVHZ8KL4,MLOps Engineer,Startup,Tech,Canada,Remote,Remote,Entry,0,56092,84266,Full-time,2023,Small,70179.0,28174,Junior,1,0,3
8MRUHL49WOTP,MLOps Engineer,Startup,Education,Australia,Sydney,Onsite,Senior,5,148110,160093,Full-time,2022,Small,154101.5,11983,Experienced,0,1,4
N8FAUAPAS234,MLOps Engineer,Research Lab,Healthcare,USA,Austin,Onsite,Senior,5,142251,162088,Full-time,2023,Medium,152169.5,19837,Experienced,0,1,3
U9BNAF0AEZBK,Data Analyst,Startup,Healthcare,Canada,Remote,Remote,Entry,0,53296,83198,Full-time,2020,Medium,68247.0,29902,Junior,1,0,6
AGODJF72DMYI,Machine Learning Engineer,MNC,Retail,UK,London,Onsite,Senior,5,147219,162449,Full-time,2022,Small,154834.0,15230,Experienced,0,1,4
Q1O0YJ42S66J,MLOps Engineer,Research Lab,Retail,USA,Remote,Remote,Mid,2,96779,118625,Full-time,2022,Medium,107702.0,21846,Junior,1,1,4
0IT6RHOHFMHP,AI Researcher,MNC,Education,India,Delhi,Onsite,Mid,2,100904,127099,Full-time,2024,Large,114001.5,26195,Junior,0,1,2
BMN1IZK579XL,Data Analyst,Research Lab,Retail,India,Pune,Onsite,Senior,5,153447,178414,Full-time,2024,Large,165930.5,24967,Experienced,0,1,2
A3XSHQ0K8996,MLOps Engineer,Startup,Finance,India,Remote,Remote,Entry,0,57936,80829,Full-time,2025,Small,69382.5,22893,Junior,1,0,1
CPJIFXNIWC0S,Data Analyst,Startup,Finance,Germany,Remote,Remote,Entry,0,61578,77522,Full-time,2024,Medium,69550.0,15944,Junior,1,0,2
B1FJOSH3YUZR,Data Scientist,MNC,Finance,UK,London,Hybrid,Entry,0,57243,79910,Full-time,2026,Large,68576.5,22667,Junior,0,0,0
FFNJX2XSIEY2,Data Scientist,Startup,Healthcare,USA,Austin,Hybrid,Mid,2,95182,118755,Full-time,2024,Medium,106968.5,23573,Junior,0,0,2
8ARY8AC0XFKT,Applied Scientist,Startup,Retail,Australia,Sydney,Onsite,Senior,5,143509,176967,Full-time,2025,Large,160238.0,33458,Experienced,0,1,1
UY1UVEKY4VRW,Data Analyst,Research Lab,Healthcare,Canada,Toronto,Onsite,Mid,2,90349,108146,Full-time,2026,Large,99247.5,17797,Junior,0,0,0
SQO6R0YA257P,AI Researcher,MNC,Finance,USA,Austin,Onsite,Mid,2,103161,108578,Full-time,2024,Small,105869.5,5417,Junior,0,0,2
DCGU490K7BUY,Data Analyst,Research Lab,Healthcare,Australia,Melbourne,Hybrid,Mid,2,104627,125463,Full-time,2022,Large,115045.0,20836,Junior,0,1,4
0NK9SZ3FL8DE,Data Scientist,Startup,Healthcare,Germany,Remote,Remote,Entry,0,55512,74764,Full-time,2023,Large,65138.0,19252,Junior,1,0,3
8H4O6IUOB6RQ,Data Scientist,Startup,Education,India,Remote,Remote,Mid,2,90125,121621,Full-time,2025,Small,105873.0,31496,Junior,1,0,1
MRT1T3G30OQF,AI Researcher,MNC,Healthcare,India,Chennai,Hybrid,Entry,0,53798,80247,Full-time,2021,Small,67022.5,26449,Junior,0,0,5
9GUJ1ZJBQIN2,Applied Scientist,Research Lab,Finance,Germany,Munich,Onsite,Mid,2,101596,115112,Full-time,2021,Large,108354.0,13516,Junior,0,1,5
PINC7GSNC245,Data Analyst,Startup,Healthcare,India,Remote,Remote,Senior,5,143868,161884,Full-time,2025,Small,152876.0,18016,Experienced,1,1,1
0Y334CV37DQ6,Applied Scientist,Research Lab,Healthcare,Germany,Munich,Onsite,Mid,2,99482,124986,Full-time,2025,Large,112234.0,25504,Junior,0,1,1
6RGYLWTEATGE,Applied Scientist,Startup,Healthcare,India,Pune,Onsite,Entry,0,51803,74064,Full-time,2021,Medium,62933.5,22261,Junior,0,0,5
G16VEE60ZVHJ,Machine Learning Engineer,Research Lab,Retail,USA,Seattle,Onsite,Mid,2,91089,129400,Full-time,2026,Medium,110244.5,38311,Junior,0,1,0
ICPJ4PEA0YTE,MLOps Engineer,Startup,Tech,India,Remote,Remote,Mid,2,93383,109346,Full-time,2021,Large,101364.5,15963,Junior,1,0,5
LBE0PKNQ98B9,MLOps Engineer,MNC,Tech,Germany,Munich,Onsite,Senior,5,147338,178495,Full-time,2023,Medium,162916.5,31157,Experienced,0,1,3
YZIV37QZUM9W,MLOps Engineer,Research Lab,Education,UK,Remote,Remote,Mid,2,96428,116168,Full-time,2023,Small,106298.0,19740,Junior,1,0,3
JP6US15UP3LW,Data Analyst,Research Lab,Healthcare,Germany,Hamburg,Hybrid,Mid,2,101310,109784,Full-time,2021,Large,105547.0,8474,Junior,0,0,5
VWMFY5ETTAGO,Applied Scientist,MNC,Healthcare,USA,Remote,Remote,Mid,2,94801,105228,Full-time,2025,Large,100014.5,10427,Junior,1,0,1
LCPDILGP42WD,Data Analyst,Startup,Finance,Germany,Hamburg,Hybrid,Mid,2,91418,115328,Full-time,2021,Large,103373.0,23910,Junior,0,0,5
N75VHF4J83WK,Machine Learning Engineer,Research Lab,Education,Germany,Frankfurt,Hybrid,Senior,5,147681,165621,Full-time,2020,Small,156651.0,17940,Experienced,0,1,6
E6NGPLEIAITW,MLOps Engineer,MNC,Tech,Australia,Remote,Remote,Senior,5,152127,169580,Full-time,2023,Medium,160853.5,17453,Experienced,1,1,3
Q0XOZGHLT4XD,Data Scientist,Startup,Retail,USA,Remote,Remote,Entry,0,56046,70532,Full-time,2020,Small,63289.0,14486,Junior,1,0,6
C8W8DAP1KKWV,AI Researcher,Startup,Finance,Australia,Sydney,Hybrid,Senior,5,151657,172522,Full-time,2023,Medium,162089.5,20865,Experienced,0,1,3
ND6VAU0YPU4W,Data Analyst,MNC,Education,Canada,Toronto,Onsite,Senior,5,150964,164597,Full-time,2024,Medium,157780.5,13633,Experienced,0,1,2
IPTNTGDAJ6QH,Machine Learning Engineer,Startup,Healthcare,India,Chennai,Hybrid,Senior,5,146483,157394,Full-time,2026,Large,151938.5,10911,Experienced,0,1,0
G1V3SQ3K81K4,AI Researcher,MNC,Healthcare,Canada,Remote,Remote,Mid,2,96447,115187,Full-time,2024,Large,105817.0,18740,Junior,1,0,2
LYEVK4OPH70U,AI Researcher,Research Lab,Healthcare,UK,Remote,Remote,Entry,0,55823,83308,Full-time,2024,Large,69565.5,27485,Junior,1,0,2
A7D7Y4IDP1FR,MLOps Engineer,Startup,Healthcare,Canada,Montreal,Hybrid,Mid,2,92897,115448,Full-time,2026,Large,104172.5,22551,Junior,0,0,0
E83N6BONGDYU,Machine Learning Engineer,Research Lab,Tech,Australia,Remote,Remote,Mid,2,94988,117208,Full-time,2021,Large,106098.0,22220,Junior,1,0,5
LAXPWE1XDTAM,Machine Learning Engineer,Startup,Tech,India,Bangalore,Onsite,Entry,0,54409,89584,Full-time,2025,Small,71996.5,35175,Junior,0,0,1
RB13IPRP53M5,Data Analyst,MNC,Healthcare,India,Delhi,Onsite,Mid,2,94820,110772,Full-time,2022,Medium,102796.0,15952,Junior,0,0,4
G66KCNBDBXPL,MLOps Engineer,MNC,Healthcare,Australia,Sydney,Hybrid,Mid,2,91989,126954,Full-time,2020,Medium,109471.5,34965,Junior,0,1,6
LNRLMLD9YNTM,Applied Scientist,Research Lab,Retail,Germany,Frankfurt,Onsite,Mid,2,96158,114683,Full-time,2026,Small,105420.5,18525,Junior,0,0,0
93WWKTLKHK2R,Data Analyst,Startup,Tech,Australia,Sydney,Hybrid,Mid,2,96685,110726,Full-time,2020,Large,103705.5,14041,Junior,0,0,6
8S3EEKXKV873,Data Analyst,MNC,Finance,Germany,Remote,Remote,Mid,2,100973,110799,Full-time,2026,Small,105886.0,9826,Junior,1,0,0
FOHKU2FTLH1R,MLOps Engineer,MNC,Tech,India,Bangalore,Hybrid,Entry,0,57497,81248,Full-time,2020,Large,69372.5,23751,Junior,0,0,6
26I0ZRVVOLGT,Machine Learning Engineer,Startup,Education,Canada,Vancouver,Onsite,Mid,2,99601,116153,Full-time,2024,Medium,107877.0,16552,Junior,0,1,2
SO9UYHAYU1YO,Data Analyst,MNC,Tech,Australia,Sydney,Onsite,Senior,5,144702,171262,Full-time,2020,Large,157982.0,26560,Experienced,0,1,6
KM6GFFCHW002,Machine Learning Engineer,MNC,Healthcare,Canada,Montreal,Onsite,Mid,2,90372,109399,Full-time,2023,Small,99885.5,19027,Junior,0,0,3
L40UJSYVVYWU,Applied Scientist,MNC,Tech,USA,San Francisco,Hybrid,Senior,5,141309,175678,Full-time,2021,Small,158493.5,34369,Experienced,0,1,5
B0Z0DBJROE2Q,Applied Scientist,Research Lab,Tech,UK,Birmingham,Onsite,Mid,2,97512,126697,Full-time,2022,Large,112104.5,29185,Junior,0,1,4
6UFD7TV56GD4,Data Scientist,Research Lab,Education,Australia,Brisbane,Onsite,Entry,0,54595,72200,Full-time,2021,Small,63397.5,17605,Junior,0,0,5
C2H9X06O0GGB,Data Analyst,Startup,Finance,India,Hyderabad,Onsite,Entry,0,59137,79231,Full-time,2023,Medium,69184.0,20094,Junior,0,0,3
K4V4AQFU06YS,Data Scientist,Research Lab,Education,Canada,Remote,Remote,Mid,2,94020,123889,Full-time,2025,Small,108954.5,29869,Junior,1,1,1
X6LK1GUYQ8X6,Data Scientist,Research Lab,Retail,India,Remote,Remote,Mid,2,90484,127998,Full-time,2022,Medium,109241.0,37514,Junior,1,1,4
YAMI5LXAAK8D,Applied Scientist,Research Lab,Retail,Australia,Remote,Remote,Senior,5,140932,175422,Full-time,2025,Small,158177.0,34490,Experienced,1,1,1
8G22PBXYYW29,Data Analyst,MNC,Retail,Germany,Remote,Remote,Senior,5,145435,177754,Full-time,2024,Medium,161594.5,32319,Experienced,1,1,2
PHWB45UED8NF,Machine Learning Engineer,Research Lab,Education,Australia,Sydney,Hybrid,Senior,5,140644,169998,Full-time,2026,Large,155321.0,29354,Experienced,0,1,0
MDYHHNMDO4Z4,AI Researcher,MNC,Finance,Germany,Frankfurt,Onsite,Senior,5,148704,160423,Full-time,2023,Small,154563.5,11719,Experienced,0,1,3
7K0B86WLP1QL,Data Scientist,Research Lab,Education,UK,Remote,Remote,Mid,2,100818,125280,Full-time,2022,Medium,113049.0,24462,Junior,1,1,4
CYHBQCSYUPNQ,AI Researcher,Research Lab,Healthcare,Germany,Frankfurt,Onsite,Entry,0,52245,73982,Full-time,2023,Large,63113.5,21737,Junior,0,0,3
HKBBJKTRXSDU,MLOps Engineer,MNC,Retail,Canada,Remote,Remote,Senior,5,150177,157596,Full-time,2023,Small,153886.5,7419,Experienced,1,1,3
EGCGCYQ1TQG8,Applied Scientist,MNC,Tech,Germany,Frankfurt,Onsite,Entry,0,55143,69968,Full-time,2024,Large,62555.5,14825,Junior,0,0,2
IBC4YV4QF89L,Applied Scientist,Startup,Retail,Germany,Munich,Hybrid,Entry,0,62086,74887,Full-time,2021,Large,68486.5,12801,Junior,0,0,5
JT5XVSK0WVGL,Applied Scientist,Startup,Finance,Australia,Melbourne,Onsite,Entry,0,60116,84362,Full-time,2024,Small,72239.0,24246,Junior,0,0,2
4L3QO8GI38HM,Machine Learning Engineer,MNC,Education,Germany,Frankfurt,Onsite,Mid,2,99591,123885,Full-time,2024,Small,111738.0,24294,Junior,0,1,2
4ZNVFTDJMKOF,MLOps Engineer,Research Lab,Healthcare,Australia,Brisbane,Hybrid,Senior,5,150660,178129,Full-time,2023,Large,164394.5,27469,Experienced,0,1,3
XN3GE725ESKQ,Data Analyst,Startup,Tech,Australia,Remote,Remote,Entry,0,52759,72997,Full-time,2026,Medium,62878.0,20238,Junior,1,0,0
4D0IBK20CK8Q,Applied Scientist,MNC,Tech,Canada,Remote,Remote,Senior,5,146840,159211,Full-time,2021,Large,153025.5,12371,Experienced,1,1,5
DJJ6LKN2VOLA,Data Scientist,Research Lab,Education,UK,London,Hybrid,Entry,0,57042,80969,Full-time,2026,Large,69005.5,23927,Junior,0,0,0
66DB1WYDJWN2,AI Researcher,Research Lab,Healthcare,India,Remote,Remote,Entry,0,51898,84984,Full-time,2024,Large,68441.0,33086,Junior,1,0,2
ODDUAKCAFBAA,Data Scientist,Research Lab,Finance,India,Bangalore,Hybrid,Mid,2,94201,125651,Full-time,2022,Medium,109926.0,31450,Junior,0,1,4
QXTUV0MA88U1,AI Researcher,Research Lab,Education,UK,Birmingham,Hybrid,Entry,0,61576,86252,Full-time,2026,Medium,73914.0,24676,Junior,0,0,0
GKT7BUG4KT8A,Data Analyst,MNC,Tech,Australia,Remote,Remote,Entry,0,64240,67419,Full-time,2026,Medium,65829.5,3179,Junior,1,0,0
1V6TZELQU9MF,Data Analyst,MNC,Education,Canada,Toronto,Hybrid,Mid,2,101686,109635,Full-time,2026,Medium,105660.5,7949,Junior,0,0,0
UL7L4C430U65,MLOps Engineer,MNC,Finance,UK,Manchester,Hybrid,Senior,5,146492,170104,Full-time,2021,Medium,158298.0,23612,Experienced,0,1,5
S1FYPVYAW0TB,AI Researcher,MNC,Healthcare,USA,Austin,Hybrid,Mid,2,99705,125114,Full-time,2021,Large,112409.5,25409,Junior,0,1,5
N103IB120GGY,MLOps Engineer,MNC,Finance,India,Pune,Onsite,Entry,0,52575,70458,Full-time,2020,Medium,61516.5,17883,Junior,0,0,6
TPTY1DK970ZX,Applied Scientist,Startup,Finance,UK,Remote,Remote,Mid,2,91639,126697,Full-time,2026,Large,109168.0,35058,Junior,1,1,0
ISGZVVQIQLUE,Data Analyst,Research Lab,Education,Australia,Remote,Remote,Entry,0,53937,73946,Full-time,2025,Small,63941.5,20009,Junior,1,0,1
53UBXYXOO3U0,AI Researcher,Research Lab,Finance,USA,Boston,Onsite,Mid,2,94234,126829,Full-time,2025,Large,110531.5,32595,Junior,0,1,1
7FZ8BUA0HFSA,AI Researcher,Research Lab,Finance,Australia,Sydney,Hybrid,Mid,2,90856,115457,Full-time,2022,Small,103156.5,24601,Junior,0,0,4
EX3SJUKJ5Z3U,AI Researcher,MNC,Retail,India,Pune,Onsite,Mid,2,93488,127381,Full-time,2024,Small,110434.5,33893,Junior,0,1,2
O8EWWZTT6CWT,Machine Learning Engineer,Startup,Tech,Canada,Vancouver,Onsite,Entry,0,58621,65421,Full-time,2021,Small,62021.0,6800,Junior,0,0,5
WCX1YXMCSLWX,Applied Scientist,MNC,Education,Canada,Montreal,Onsite,Mid,2,94766,110463,Full-time,2023,Medium,102614.5,15697,Junior,0,0,3
TS8F6XKLL3OO,Data Scientist,Research Lab,Education,UK,Manchester,Hybrid,Entry,0,56679,68517,Full-time,2022,Large,62598.0,11838,Junior,0,0,4
LHU7ZXPHTCG0,Applied Scientist,Research Lab,Tech,Germany,Munich,Hybrid,Senior,5,151070,178234,Full-time,2025,Large,164652.0,27164,Experienced,0,1,1
QUKBLQ3N9AX4,Machine Learning Engineer,Startup,Retail,Australia,Remote,Remote,Senior,5,150366,170591,Full-time,2020,Large,160478.5,20225,Experienced,1,1,6
XTDMTC76KYF8,Machine Learning Engineer,Research Lab,Healthcare,Canada,Vancouver,Hybrid,Senior,5,145301,171769,Full-time,2022,Small,158535.0,26468,Experienced,0,1,4
52FVLOYOBI85,Data Analyst,Startup,Tech,India,Remote,Remote,Entry,0,59933,69832,Full-time,2020,Medium,64882.5,9899,Junior,1,0,6
NTE6R8HMKVJU,Machine Learning Engineer,Research Lab,Tech,Germany,Hamburg,Onsite,Entry,0,51741,87201,Full-time,2023,Medium,69471.0,35460,Junior,0,0,3
KL9PC8KHO7JF,AI Researcher,Startup,Healthcare,UK,Birmingham,Onsite,Mid,2,100114,121979,Full-time,2022,Large,111046.5,21865,Junior,0,1,4
UE9CMAFPBYE2,Applied Scientist,MNC,Education,UK,London,Onsite,Entry,0,53334,73328,Full-time,2022,Medium,63331.0,19994,Junior,0,0,4
1H6659WFETYF,MLOps Engineer,Research Lab,Education,India,Pune,Onsite,Senior,5,149103,157606,Full-time,2021,Large,153354.5,8503,Experienced,0,1,5
AV82UEXKFAUE,MLOps Engineer,Startup,Education,India,Bangalore,Onsite,Entry,0,52016,88561,Full-time,2021,Medium,70288.5,36545,Junior,0,0,5
06L0SCONJ46X,Data Analyst,Research Lab,Retail,Germany,Munich,Onsite,Mid,2,96878,122409,Full-time,2022,Medium,109643.5,25531,Junior,0,1,4
X19C6V2NQ51E,MLOps Engineer,MNC,Retail,UK,Birmingham,Hybrid,Entry,0,54534,65457,Full-time,2022,Medium,59995.5,10923,Junior,0,0,4
O8H5SIXIC75O,Data Scientist,MNC,Retail,India,Bangalore,Hybrid,Entry,0,64215,88032,Full-time,2022,Small,76123.5,23817,Junior,0,0,4
SUQFG1GSHC9M,Applied Scientist,Research Lab,Tech,Germany,Remote,Remote,Mid,2,97044,125469,Full-time,2026,Medium,111256.5,28425,Junior,1,1,0
LZRCO5VHQ5Q0,Data Analyst,MNC,Finance,Canada,Remote,Remote,Entry,0,50000,67789,Full-time,2026,Large,58894.5,17789,Junior,1,0,0
5KPVCANMAZXS,Machine Learning Engineer,Research Lab,Education,Germany,Hamburg,Hybrid,Senior,5,142422,167292,Full-time,2025,Large,154857.0,24870,Experienced,0,1,1
NTDV25GQ7OHN,Applied Scientist,Startup,Healthcare,Australia,Brisbane,Onsite,Entry,0,55041,75651,Full-time,2020,Medium,65346.0,20610,Junior,0,0,6
575FUP3EBDB9,AI Researcher,Research Lab,Healthcare,India,Chennai,Onsite,Senior,5,150941,177820,Full-time,2020,Medium,164380.5,26879,Experienced,0,1,6
IFPU27GICCAA,Applied Scientist,MNC,Retail,USA,Seattle,Hybrid,Senior,5,143752,159919,Full-time,2026,Large,151835.5,16167,Experienced,0,1,0
KRDDN74QUG6D,MLOps Engineer,MNC,Retail,Canada,Montreal,Hybrid,Mid,2,96913,118585,Full-time,2026,Medium,107749.0,21672,Junior,0,1,0
DXJHP5PH9G27,Machine Learning Engineer,Startup,Education,Australia,Remote,Remote,Mid,2,93896,116714,Full-time,2020,Large,105305.0,22818,Junior,1,0,6
53O86JZ6AUOC,Applied Scientist,MNC,Healthcare,Canada,Toronto,Onsite,Senior,5,149826,168736,Full-time,2025,Medium,159281.0,18910,Experienced,0,1,1
6HVIL6L8S81J,Machine Learning Engineer,Startup,Tech,India,Remote,Remote,Mid,2,95804,118893,Full-time,2025,Large,107348.5,23089,Junior,1,0,1
OCID1TYOIA3S,Data Scientist,MNC,Finance,USA,Seattle,Onsite,Entry,0,51579,73540,Full-time,2020,Large,62559.5,21961,Junior,0,0,6
8XANSZ7NCQSB,Machine Learning Engineer,Research Lab,Finance,Australia,Brisbane,Onsite,Senior,5,152335,179330,Full-time,2022,Small,165832.5,26995,Experienced,0,1,4
D9I5JG6L448I,Machine Learning Engineer,Research Lab,Healthcare,Germany,Hamburg,Hybrid,Senior,5,141392,159514,Full-time,2023,Large,150453.0,18122,Experienced,0,1,3
